,ementa,acao
118,Dispõe sobre a cassação do Alvará de Funcionamento emitido pela Prefeitura Municipal de Marabá para empresas e estabelecimentos comerciais que fizerem uso de trabalho infantil no exercício de suas atividades e dá outras providenciais.,Cassar o alvará de funcionamento de empresas e estabelecimentos que utilizarem trabalho infantil em suas atividades.
119,Determina o cercamento das áreas de lazer ou recreação infantil (playgrounds) das praças e parques no Município de Marabá.,Cercar as áreas de lazer ou recreação infantil das praças e parques do município.
120,“Dispõe sobre a obrigatoriedade de construção de faixa elevada de segurança para pedestres defronte aos estabelecimentos de educação das redes públicas e particulares de ensino do município de Marabá”.,Construir faixas elevadas de segurança para pedestres em frente aos estabelecimentos de ensino públicos e privados do município.
121,DISPÕE SOBRE A ISENÇÃO DE PAGAMENTO DAS TAXAS DE LICENÇA E/OU ALVARÁ DE FUNCIONAMENTO PARA ASSOCIAÇÕES E ENTIDADES SEM FINS LUCRATIVOS NO ÂMBITO DO MUNICÍPIO DE MARABÁ E DA OUTRAS PROVIDÊNCIAS.,Isentar associações e entidades sem fins lucrativos do pagamento de taxas de licença e/ou alvará de funcionamento no município.
124,Institui o Programa de Sustentabilidade Ambiental na Rede Municipal de Ensino e dá outras providências.,Criar programa de sustentabilidade ambiental na rede municipal de ensino.
125,Autoriza a criação do programa “Kit Maternidade” no âmbito do município de Marabá-PA.,Criar o programa “Kit Maternidade” no município.
126,"Dispõe sobre a acomodação em espaço único, especificado e de destaque para produtos alimentícios recomendados para pessoas com diabetes, intolerância à glúten e doença celíaca em estabelecimentos comercias, no Município de Marabá.","Organizar em espaço único e destacado, nos estabelecimentos comerciais, produtos alimentícios recomendados para pessoas com diabetes, intolerância à glúten e doença celíaca."
127,"Institui o sistema QR CODE de informações turísticas, culturais, ambientais, administrativas e de interesse público no Município de Marabá.","Implantar sistema de QR Code para divulgar informações turísticas, culturais, ambientais, administrativas e de interesse público no município."
129,Dispõe sobre a tramitação prioritária dos processos administrativos que figurem como parte ou interessada a vítima de violência doméstica e familiar.,Dar prioridade de tramitação a processos administrativos em que a vítima de violência doméstica ou familiar seja parte ou interessada.
130,Dispõe sobre a criação da Carteira Municipal de Saúde da Mulher e dá outras providências.,Criar a Carteira Municipal de Saúde da Mulher.
131,"Autoriza o Município de Marabá a Implantar o Programa de Auxílio ao Pescador Artesanal, Através da Doação do ""Kit Pescador"", e dá outras providências.",Implantar programa de auxílio ao pescador artesanal por meio da doação do “Kit Pescador”.
132,Cria o aplicativo oficial de transporte privado de Marabá – Mab-Moto e dá outras providências.,Criar o aplicativo oficial de transporte privado Mab-Moto.
133,"“Altera a Lei Municipal nº 17.532, de 04 de junho de 2012, que institui o Programa ajuda estudante, de auxílio educacional a jovens com dificuldade de aprendizagem, a ser prestado por universitários voluntários, nas escolas do município de Marabá e dá outras providências”.",Alterar a Lei nº 17.532/2012 que institui o Programa Ajuda Estudante de auxílio educacional a jovens com dificuldade de aprendizagem.
136,"Institui o Cadastro Municipal de Pessoas Desaparecidas (CMPD) no âmbito do município de Marabá, e dá outras providências.",Criar o Cadastro Municipal de Pessoas Desaparecidas (CMPD).
137,Dispõe sobre implementação de câmaras de vídeo para monitoramento das áreas externas e internas das escolas públicas municipais.,Instalar câmeras de vídeo para monitorar as áreas externas e internas das escolas públicas municipais.
141,"Institui o programa Municipal ""Nossa Escola Nosso Futuro"", no âmbito do município de Marabá - PA.",Criar o programa municipal “Nossa Escola Nosso Futuro”.
142,DISPÕE SOBRE A POLÍTICA MUNICIPAL DE EMPREGO E RENDA POR MEIO DE APLICATIVO DE NATUREZA PÚBLICA DE TRANSPORTE DE PASSAGEIROS NO MUNICÍPIO DE MARABÁ/PA.,Criar política municipal de emprego e renda por meio de aplicativo público de transporte de passageiros.
143,"Proibição da utilização de veículos movidos por tração animal para transporte de cargas, com fins comerciais, no perímetro urbano do município de Marabá e dá outras providências.",Proibir o uso de veículos de tração animal para transporte de cargas com fins comerciais no perímetro urbano do município.
144,"Regulamenta a proteção aos animais prevista no artigo 225, §1º, inc. VII, da Constituição Federal no âmbito do município de Marabá e dá outras providências.","Regulamentar a proteção aos animais no município, em conformidade com a Constituição Federal."
145,"Fica instituído o Prêmio Valorização da Biodiversidade do Município de Marabá ao incentivo à produção científica, projetos educacionais, sobre plantas nativas e a conservação da Biodiversidade.",Criar o Prêmio Valorização da Biodiversidade para incentivar produção científica e projetos educacionais sobre plantas nativas e conservação da biodiversidade.
146,Dispõe sobre a remissão de pagamento do Imposto Predial e Territorial Urbano – IPTU para os imóveis atingidos por enchentes e alagamentos no âmbito do Munícipio de Marabá e dá outras providencias.,Conceder remissão do IPTU para imóveis atingidos por enchentes e alagamentos no município.
147,Estabelece medidas e procedimentos para os casos de violência contra profissionais da educação ocorridos nas unidades educacionais da rede pública e particular do Município de Marabá.,Estabelecer medidas e procedimentos para casos de violência contra profissionais da educação em unidades educacionais públicas e privadas do município.
148,"Dispõe sobre a reserva de vagas para sentenciados em regime semi-aberto e egressos do Sistema Penitenciário nas contratações de mão-de-obra à administração pública no âmbito do município de Marabá, Estado do Pará, e dá outras providências.",Reservar vagas de trabalho nas contratações de mão de obra da administração pública para sentenciados em regime semiaberto e egressos do sistema penitenciário.
149,Indica a inclusão de medidas de conscientização de prevenção e combate a automutilação no projeto pedagógico das escolas municipais de Marabá e dá outras providências.,Incluir medidas de conscientização de prevenção e combate à automutilação no projeto pedagógico das escolas municipais.
150,“Dispõe sobre a manutenção de caçambas e contêineres estacionários para efeito de proteção da Saúde Pública no Município de Marabá e dá outras providências.”,Manter caçambas e contêineres estacionários em condições adequadas para proteger a saúde pública no município.
151,"“Dispões sobre a obrigatoriedade, na rede pública de saúde e de educação do município, da realização de exame, avaliação, identificação e rastreamento para diagnóstico precoce do autismo e dá outras providências.”","Realizar exame, avaliação, identificação e rastreamento para diagnóstico precoce do autismo na rede pública de saúde e educação do município."
152,"Dispõe sobre o “CRAS Itinerante” no município de Marabá – PA, e dá outras providencias.",Implantar o “CRAS Itinerante” no município de Marabá.
154,"“Dispõe sobre a obrigatoriedade da presença de um profissional tradutor e intérprete, ou, pessoas capacitadas e libras, para atendimento às pessoas surdas ou deficientes auditivos em Agencias Bancarias, Pronto Socorro, Instituições Públicas, Hospitais, Supermercados e afins no Município de Marabá”.","Garantir a presença de profissional tradutor e intérprete ou pessoa capacitada em Libras para atender pessoas surdas ou com deficiência auditiva em agências bancárias, pronto-socorros, instituições públicas, hospitais, supermercados e afins no município."
155,"“Dispõe sobre concessão de inserção do Imposto Predial e Territorial Urbano (IPTU), sobre imóvel integrante do patrimônio de portadores de Neoplasia Maligna (Câncer).",Conceder isenção de IPTU sobre imóvel integrante do patrimônio de portadores de neoplasia maligna (câncer).
156,DISPOE SOBRE O PROGRAMA DE SERVIÇO DE FISIOTERAPIA DOMICILIAR ASSISTIDA POR UNIDADE MÓVEL DEVIDAMNTE EQUIPADA.,Implantar programa de serviço de fisioterapia domiciliar assistida por unidade móvel equipada.
159,"Cria a modalidade de área pública municipal destinada à instalação de banheiros públicos e permanentes com duchas para moradores de rua ou em situação de vulnerabilidade no município de Marabá, e dá outras providências.",Criar áreas públicas municipais com banheiros permanentes e duchas para moradores de rua ou em situação de vulnerabilidade.
160,"“AUTORIZA O TRANSPORTE ESCOLAR DE ESTUDANTES RESIDENTES NOS BAIRROS MORADA NOVA, E SÃO FÉLIX REGULARMENTE MATRICULADOS EM INSTITUIÇÕES DE NÍVEL SUPERIOR, TÉCNICO E/OU TECNÓLOGO DE INSTITUIÇÕES PÚBLICAS E PRIVADAS E DÁ OUTRAS PROVIDÊNCIAS”.","Oferecer transporte escolar a estudantes dos bairros Morada Nova e São Félix matriculados em instituições de nível superior, técnico ou tecnólogo."
161,“Institui o dia municipal de alfabetização e programa de soletração no município de Marabá.”,Criar o Dia Municipal de Alfabetização e o programa de soletração no município.
162,"“Dispõe sobre a substituição de sirenes e alarmes utilizados como sinalizadores de início e término de aulas, de provas e de período de recreio nos estabelecimentos da rede pública e privada de ensino no município, conforme especifica.”","Substituir sirenes e alarmes utilizados como sinalizadores de início e término de aulas, provas e recreio nos estabelecimentos de ensino públicos e privados do município."
163,"“Assegura à criança ou adolescente cuja guarda esteja com o avô ou a avó com mais de 60 (sessenta) anos de idade com deficiência ou mobilidade reduzida, a prioridade de matrícula em unidade de Educação Infantil ou Ensino Fundamental da Rede Municipal de Ensino de Marabá mais próximos de sua residência.”",Garantir prioridade de matrícula em unidade de educação infantil ou ensino fundamental da rede municipal mais próxima para crianças ou adolescentes sob guarda de avós com mais de 60 anos e deficiência ou mobilidade reduzida.
164,"Dispõe sobre o cadastramento contínuo das famílias em situação em vulnerabilidade, que são atingidas anualmente pelas cheias dos rios no município de Marabá-PA.",Cadastrar continuamente famílias em situação de vulnerabilidade atingidas anualmente pelas cheias dos rios no município.
169,"""DISPÕE SOBRE A CRIAÇÃO DE CASAS DE ABRIGO PARA O ATENDIMENTO DE MULHERES EM SITUAÇÃO DE VIOLÊNCIA DOMÉSTICA, SEUS DEPENDENTES E DA OUTRAS PROVIDÊNCIAS"".",Criar casas de abrigo para atendimento de mulheres em situação de violência doméstica e seus dependentes.
171,"DISPÕE SOBRE A UTILIZAÇÃO PELOS ESTABELECIMENTOS COMERCIAIS DE SELO OU LACRE DE GARANTIA INVIOLÁVEL NAS EMBALAGENS DOS ALIMENTOS PARA PRONTO CONSUMO IMEDIATO (SERVIÇO DELIVERY), ENTREGUES EM DOMICÍLIO, NO ÂMBITO DO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.",Exigir que estabelecimentos comerciais utilizem selo ou lacre de garantia inviolável nas embalagens de alimentos para pronto consumo entregues em domicílio (delivery).
172,"DISPÕE SOBRE A OBRIGATORIEDADE DO ENSINO DE NOÇÕES BÁSICAS SOBRE A LEI MARIA DA PENHA NAS ESCOLAS DA REDE MUNICIPAL DE ENSINO, NO ÂMBITO DO MUNICÍPIO DE MARABÁ, E DÁ OUTRAS PROVIDÊNCIAS.",Ensinar noções básicas sobre a Lei Maria da Penha nas escolas da rede municipal de ensino.
175,"CONCEDE MEIA-ENTRADA EM EVENTO CULTURAL E ARTÍSTICO PARA DOADOR REGULAR DE SANGUE, NO ÂMBITO DO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.",Conceder meia-entrada em eventos culturais e artísticos para doadores regulares de sangue no município.
178,"“Institui o Cadastro Municipal de Controle, Acompanhamento e Fiscalização das Atividades de Pesquisa, Lavra, Exploração e Aproveitamento de Recursos Minerários –CERM.”","Criar o Cadastro Municipal de Controle, Acompanhamento e Fiscalização das Atividades de Pesquisa, Lavra, Exploração e Aproveitamento de Recursos Minerários (CERM)."
180,"Dispõe sobre o registro e chipagem de animais no Município de Marabá, e dá outras providências.",Registrar e realizar a chipagem de animais no município.
182,"Institui Programa de Combate à Pedofilia em Marabá - PA, e dá outras providências.",Criar programa de combate à pedofilia no município.
184,INSTITUI HOSPITAL PÚBLICO VETERINÁRIO NO MUNICÍPIO DE MARABÁ PARA ATENDIMENTO DE ANIMAIS E DÁ OUTRAS PROVIDÊNCIAS.,Criar hospital público veterinário para atendimento de animais no município.
185,"ESTABELECE QUE AS INSTITUIÇÕES PÚBLICAS E PRIVADAS, NO ÂMBITO DO MUNICÍPIO DE MARABÁ, DEVEM DISPOR DE, PELO MENOS, UM FUNCIONÁRIO CAPACITADO AO USO E INTERPRETAÇÃO DE LÍNGUA BRASILEIRA DE SINAIS – LIBRAS E DÁ OUTRAS PROVIDÊNCIAS.",Exigir que instituições públicas e privadas disponham de pelo menos um funcionário capacitado no uso e interpretação de Libras.
187,"""DISPÕE SOBRE A INSTITUIÇÃO DA COLETA SELETIVA NO ÂMBITO DO MUNICÍPIO DE MARABÁ-PA"" E DÁ OUTRAS PROVIDÊNCIAS.",Implantar coleta seletiva de resíduos no município de Marabá-PA.
188,"""INSTITUI O PROGRAMA MUNICIPAL DE COLETA SELETIVA SOLIDÁRIA E ASSISTÊNCIA AOS CATADORES DE MATERIAIS RECICLÁVEIS E DÁ OUTRAS PROVIDÊNCIAS.""",Criar programa municipal de coleta seletiva solidária e assistência aos catadores de materiais recicláveis.
189,"“DISPÕE SOBRE A CRIAÇÃO DE BANCOS DE EMPREGOS PARA MULHERES VÍTIMAS DE VIOLÊNCIA DOMÉSTICA EM MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.""",Criar bancos de empregos para mulheres vítimas de violência doméstica em Marabá.
190,DISPÕE SOBRE A CRIAÇÃO E ESTABELECE AS DIRETRIZES DE ATUAÇÃO DO DEPARTAMNTO PATRULHA MARIA DA PENHA NO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Criar o Departamento Patrulha Maria da Penha e estabelecer suas diretrizes de atuação no município.
191,DISPÕE SOBRE A OBRIGATORIEDADE DO USO DE LÂMPADAS DE LED (DIODO EMISSOR DE LUZ) NA REDE DE ILUMINAÇÃO PÚBLICA NO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Tornar obrigatório o uso de lâmpadas de LED na rede de iluminação pública do município.
192,DISPÕE SOBRE A OBRIGATORIEDADE DO USO DE LÂMPADAS DE LED (DIODO EMISSOR DE LUZ) NA REDE DE ILUMINAÇÃO PÚBLICA NO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Tornar obrigatório o uso de lâmpadas de LED na rede de iluminação pública do município.
194,Dispõe sobre a autorização do Poder Executivo a disponibilizar o pagamento de tributos municipais na forma de PIX ou Cartão de débito.,Disponibilizar o pagamento de tributos municipais por meio de PIX e cartão de débito.
